0 	 0.000000 	 0.000000 	 1.000000 
0 	 0.000000 	 0.100000 	 0.997502 
0 	 0.000000 	 0.200000 	 0.990025 
0 	 0.000000 	 0.300000 	 0.977627 
0 	 0.000000 	 0.400000 	 0.960400 
0 	 0.000000 	 0.500000 	 0.938470 
0 	 0.000000 	 0.600000 	 0.912005 
0 	 0.000000 	 0.700000 	 0.881200 
0 	 0.000000 	 0.800000 	 0.846286 
0 	 0.000000 	 0.900000 	 0.807521 
0 	 0.000000 	 1.000000 	 0.765191 
0 	 0.000000 	 1.100000 	 0.719622 
0 	 0.000000 	 1.200000 	 0.671133 
0 	 0.000000 	 1.300000 	 0.620087 
0 	 0.000000 	 1.400000 	 0.566857 
0 	 0.000000 	 1.500000 	 0.511831 
0 	 0.000000 	 1.600000 	 0.455409 
0 	 0.000000 	 1.700000 	 0.397984 
0 	 0.000000 	 1.800000 	 0.339986 
0 	 0.000000 	 1.900000 	 0.281817 
0 	 0.000000 	 2.000000 	 0.223889 
0 	 0.000000 	 2.100000 	 0.166603 
0 	 0.000000 	 2.200000 	 0.110362 
0 	 0.000000 	 2.300000 	 0.055540 
0 	 0.000000 	 2.400000 	 0.002508 
0 	 0.000000 	 2.500000 	 -0.048383 
0 	 0.000000 	 2.600000 	 -0.096803 
0 	 0.000000 	 2.700000 	 -0.142447 
0 	 0.000000 	 2.799999 	 -0.185032 
0 	 0.000000 	 2.899999 	 -0.224304 
0 	 0.000000 	 2.999999 	 -0.260041 
0 	 0.000000 	 3.099999 	 -0.292065 
0 	 0.000000 	 3.199999 	 -0.320189 
0 	 0.000000 	 3.299999 	 -0.344298 
0 	 0.000000 	 3.399999 	 -0.364298 
0 	 0.000000 	 3.499999 	 -0.380132 
0 	 0.000000 	 3.599999 	 -0.391776 
0 	 0.000000 	 3.699999 	 -0.399241 
0 	 0.000000 	 3.799999 	 -0.402573 
0 	 0.000000 	 3.899998 	 -0.401825 
0 	 0.000000 	 3.999998 	 -0.397148 
0 	 0.000000 	 4.099998 	 -0.388667 
0 	 0.000000 	 4.199998 	 -0.376553 
0 	 0.000000 	 4.299998 	 -0.361005 
